a.s.king	1970 births
a.s.king	21st-century american novelists
a.s.king	21st-century women writers
a.s.king	american childrens writers
a.s.king	american women novelists
a.s.king	american young adult novelists
a.s.king	living people
a.s.king	people from reading pennsylvania
a.s.king	women childrens writers
a.s.king	women writers of young adult literature
a.s.king	writers from pennsylvania
a.a.gill	the sunday times people
a.a.gill	1954 births
a.a.gill	20th-century british writers
a.a.gill	21st-century british writers
a.a.gill	alumni of the slade school of art
a.a.gill	british male journalists
a.a.gill	living people
a.a.gill	obscenity controversies in literature
a.a.gill	restaurant critics
a.a.gill	writers from edinburgh
a.a.gill	people educated at st christopher school letchworth
a.a.phillips	australian literary critics
a.a.phillips	1900 births
a.a.phillips	1985 deaths
a.a.phillips	writers from melbourne
a.a.phillips	australian educators
a.a.phillips	australian non-fiction writers
a.h.weiler	american film critics
a.h.weiler	1908 births
a.h.weiler	2002 deaths
a.h.weiler	the new york times people
a.igoni_barrett	21st-century novelists
a.igoni_barrett	nigerian novelists
a.igoni_barrett	university of ibadan alumni
a.igoni_barrett	nigerian short story writers
a.igoni_barrett	nigerian people of jamaican descent
a.igoni_barrett	1979 births
a.igoni_barrett	21st-century short story writers
a.igoni_barrett	living people
a.igoni_barrett	writers from port harcourt
a.j.butcher	people from poole
a.j.butcher	english childrens writers
a.j.butcher	living people
a.j.butcher	place of birth missing living people
a.j.butcher	year of birth missing living people
a.k.chettiar	tamil writers
a.k.chettiar	1911 births
a.k.chettiar	1983 deaths
a.k.chettiar	indian documentary filmmakers
a.k.chettiar	journalists from tamil nadu
a.l.kennedy	scottish non-fiction writers
a.l.kennedy	scottish women writers
a.l.kennedy	1965 births
a.l.kennedy	20th-century short story writers
a.l.kennedy	20th-century women writers
a.l.kennedy	21st-century short story writers
a.l.kennedy	21st-century women writers
a.l.kennedy	academics of the university of st andrews
a.l.kennedy	academics of the university of warwick
a.l.kennedy	british women short story writers
a.l.kennedy	fellows of the royal society of literature
a.l.kennedy	living people
a.l.kennedy	people from dundee
a.l.kennedy	scottish short story writers
a.l.kennedy	20th-century scottish novelists
a.l.kennedy	john llewellyn rhys prize winners
a.l.kennedy	scottish women novelists
a.l.kennedy	21st-century scottish novelists
a.l.kennedy	people educated at the high school of dundee
a.l.rees	british writers
a.l.rees	1949 births
a.l.rees	2014 deaths
a.l.zissu	20th-century romanian dramatists and playwrights
a.l.zissu	20th-century romanian poets
a.l.zissu	inmates of targu jiu camp
a.l.zissu	jewish romanian writers banned by the antonescu regime
a.l.zissu	jewish dramatists and playwrights
a.l.zissu	moldavian jews
a.l.zissu	rescue of jews in the holocaust
a.l.zissu	romanian anti-communists
